ROI number,Brn3a-_neg,CalR+,MEIS2+,CAVIII+,FOXP2+,Syt6+,Syt10+,Satb2+,RBPMS+,Pvalb_neg,CalB_neg,,RBPMS,Satb2+,Syt10+,Syt6+,FoxP2+,Ca8,MEIS2+,CalR,Brn3a,PValB,CalB,all,Cluster Assignment,,,,,,,,,,
1732,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1733,0,0,1,1,0,0,0,0,1,0,0,,GC/,/,/,/,/,Ca8+/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC/////Ca8+/MEIS+//Brn3a+PValB+CalB+,26,,,,,,,,,,
1734,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
1735,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1736,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1737,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1738,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1739,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1740,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1741,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1742,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1743,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1744,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1745,0,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,Brn3a+,/,/,AC////////Brn3a+//,25,,,,,,,,,,
1746,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1747,0,0,1,0,1,0,0,0,1,0,0,,GC/,/,/,/,FoxP2+/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC////FoxP2+//MEIS+//Brn3a+PValB+CalB+,12,,,,,,,,,,
1748,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
1749,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1750,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1751,1,0,1,0,1,0,1,0,0,1,0,,AC/,/,Syt10+/,/,FoxP2+/,/,MEIS+/,/,/,/,CalB+,AC//Syt10+//FoxP2+//MEIS+////CalB+,6,,,,,,,,,,
1752,0,0,1,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,AC//////MEIS+//Brn3a+PValB+CalB+,24,,,,,,,,,,
1753,1,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,/,PValB+,CalB+,GC//////MEIS+///PValB+CalB+,0,,,,,,,,,,
1754,0,0,1,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,/,CalB+,AC//////MEIS+//Brn3a+/CalB+,14,,,,,,,,,,
1755,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1756,0,0,1,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,AC//////MEIS+//Brn3a+PValB+CalB+,24,,,,,,,,,,
1757,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1758,0,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,Brn3a+,/,/,AC////////Brn3a+//,25,,,,,,,,,,
1759,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1760,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
1761,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1762,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1763,0,0,1,1,0,0,0,0,1,0,0,,GC/,/,/,/,/,Ca8+/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC/////Ca8+/MEIS+//Brn3a+PValB+CalB+,26,,,,,,,,,,
1764,1,0,0,0,0,0,1,0,0,0,1,,AC/,/,Syt10+/,/,/,/,/,/,/,PValB+,/,AC//Syt10+///////PValB+/,6,,,,,,,,,,
1765,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1766,0,0,1,1,0,0,0,0,1,0,0,,GC/,/,/,/,/,Ca8+/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC/////Ca8+/MEIS+//Brn3a+PValB+CalB+,26,,,,,,,,,,
1767,0,1,1,0,0,0,1,1,1,0,1,,GC/,Satb2+/,Syt10+/,/,/,/,MEIS+/,CalR+/,Brn3a+,PValB+,/,GC/Satb2+/Syt10+////MEIS+/CalR+/Brn3a+PValB+/,13,,,,,,,,,,
1768,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1769,0,1,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,CalR+/,Brn3a+,PValB+,CalB+,GC//////MEIS+/CalR+/Brn3a+PValB+CalB+,23,,,,,,,,,,
1770,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1771,1,0,1,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,MEIS+/,/,/,/,CalB+,AC//////MEIS+////CalB+,21,,,,,,,,,,
1772,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1773,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1774,0,1,1,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,MEIS+/,CalR+/,Brn3a+,/,CalB+,AC//////MEIS+/CalR+/Brn3a+/CalB+,14,,,,,,,,,,
1775,1,0,0,0,0,1,0,0,1,0,0,,GC/,/,/,Syt6+/,/,/,/,/,/,PValB+,CalB+,GC///Syt6+//////PValB+CalB+,1,,,,,,,,,,
1776,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1777,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1778,0,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,/,/,AC//////MEIS+//Brn3a+//,10,,,,,,,,,,
1779,1,0,1,0,0,1,0,0,0,0,1,,AC/,/,/,Syt6+/,/,/,MEIS+/,/,/,PValB+,/,AC///Syt6+///MEIS+///PValB+/,2,,,,,,,,,,
1780,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1781,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
1782,1,0,0,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,/,/,/,PValB+,CalB+,AC/////////PValB+CalB+,7,,,,,,,,,,
1783,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1784,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1785,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1786,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1787,0,1,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,CalR+/,Brn3a+,PValB+,CalB+,GC//////MEIS+/CalR+/Brn3a+PValB+CalB+,23,,,,,,,,,,
1788,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1789,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1790,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1791,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1792,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1793,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1794,1,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,/,PValB+,CalB+,GC/////////PValB+CalB+,0,,,,,,,,,,
1795,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1796,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1797,0,0,1,1,0,0,0,0,1,0,0,,GC/,/,/,/,/,Ca8+/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC/////Ca8+/MEIS+//Brn3a+PValB+CalB+,26,,,,,,,,,,
1798,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1799,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1800,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1801,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1802,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1803,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1804,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1805,1,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,/,PValB+,/,AC/////////PValB+/,9,,,,,,,,,,
1806,0,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,Brn3a+,/,/,AC////////Brn3a+//,25,,,,,,,,,,
1807,1,0,1,0,0,0,1,0,0,1,1,,AC/,/,Syt10+/,/,/,/,MEIS+/,/,/,/,/,AC//Syt10+////MEIS+/////,6,,,,,,,,,,
1808,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1809,0,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,Brn3a+,PValB+,CalB+,AC///Syt6+/////Brn3a+PValB+CalB+,1,,,,,,,,,,
1810,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1811,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1812,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1813,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1814,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1815,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1816,1,0,1,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,MEIS+/,/,/,/,CalB+,AC//////MEIS+////CalB+,21,,,,,,,,,,
1817,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1818,1,0,1,0,0,0,1,0,0,1,1,,AC/,/,Syt10+/,/,/,/,MEIS+/,/,/,/,/,AC//Syt10+////MEIS+/////,6,,,,,,,,,,
1819,1,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,/,PValB+,CalB+,GC//////MEIS+///PValB+CalB+,0,,,,,,,,,,
1820,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1821,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1822,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1823,1,0,1,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,MEIS+/,/,/,PValB+,CalB+,AC//////MEIS+///PValB+CalB+,3,,,,,,,,,,
1824,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1825,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1826,1,0,1,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,MEIS+/,/,/,/,CalB+,AC//////MEIS+////CalB+,21,,,,,,,,,,
1827,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1828,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1829,0,0,1,0,0,0,0,1,1,0,1,,GC/,Satb2+/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,/,GC/Satb2+/////MEIS+//Brn3a+PValB+/,5,,,,,,,,,,
1830,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1831,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1832,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1833,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1834,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1835,1,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,/,PValB+,CalB+,GC//////MEIS+///PValB+CalB+,0,,,,,,,,,,
1836,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1837,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1838,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1839,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
1840,1,0,0,0,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,/,/,/,/,PValB+,CalB+,AC///Syt6+//////PValB+CalB+,1,,,,,,,,,,
1841,0,0,1,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,AC//////MEIS+//Brn3a+PValB+CalB+,24,,,,,,,,,,
1842,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1843,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1844,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1845,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1846,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1847,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1848,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1849,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1850,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1851,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1852,0,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,/,/,AC//////MEIS+//Brn3a+//,10,,,,,,,,,,
1853,1,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,/,PValB+,CalB+,GC//////MEIS+///PValB+CalB+,0,,,,,,,,,,
1854,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1855,0,0,1,1,0,0,0,0,1,0,0,,GC/,/,/,/,/,Ca8+/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC/////Ca8+/MEIS+//Brn3a+PValB+CalB+,26,,,,,,,,,,
1856,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1857,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1858,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
1859,0,0,1,0,0,0,0,0,0,0,0,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,AC//////MEIS+//Brn3a+PValB+CalB+,24,,,,,,,,,,
1860,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1861,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1862,1,0,0,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,/,/,/,/,/,AC///////////,16,,,,,,,,,,
1863,0,1,1,1,0,1,0,0,0,0,0,,AC/,/,/,Syt6+/,/,Ca8+/,MEIS+/,CalR+/,Brn3a+,PValB+,CalB+,AC///Syt6+//Ca8+/MEIS+/CalR+/Brn3a+PValB+CalB+,11,,,,,,,,,,
1864,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1865,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1866,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1867,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1868,0,0,0,0,0,0,0,0,0,0,1,,AC/,/,/,/,/,/,/,/,Brn3a+,PValB+,/,AC////////Brn3a+PValB+/,18,,,,,,,,,,
1869,1,0,1,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,MEIS+/,/,/,/,CalB+,AC//////MEIS+////CalB+,21,,,,,,,,,,
1870,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1871,0,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,Brn3a+,/,/,AC//////MEIS+//Brn3a+//,10,,,,,,,,,,
1872,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
1873,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1874,0,0,0,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,/,/,Brn3a+,PValB+,CalB+,GC////////Brn3a+PValB+CalB+,22,,,,,,,,,,
1875,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1876,1,0,1,0,0,0,0,0,0,1,1,,AC/,/,/,/,/,/,MEIS+/,/,/,/,/,AC//////MEIS+/////,15,,,,,,,,,,
1877,0,0,1,0,0,1,0,0,1,0,0,,GC/,/,/,Syt6+/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC///Syt6+///MEIS+//Brn3a+PValB+CalB+,11,,,,,,,,,,
1878,1,0,0,0,0,0,0,0,0,1,0,,AC/,/,/,/,/,/,/,/,/,/,CalB+,AC//////////CalB+,17,,,,,,,,,,
1879,0,0,1,0,0,0,0,0,1,0,0,,GC/,/,/,/,/,/,MEIS+/,/,Brn3a+,PValB+,CalB+,GC//////MEIS+//Brn3a+PValB+CalB+,19,,,,,,,,,,
